modelId,downloads,likes,license,tags,keywords_found,readme_length,url
PocketDoc/Dans-PersonalityEngine-V1.3.0-24b,26326,113,apache-2.0,"['transformers', 'safetensors', 'mistral', 'text-generation', 'general-purpose', 'roleplay', 'storywriting', 'chemistry', 'biology', 'code', 'climate', 'axolotl', 'text-generation-inference', 'finetune', 'legal', 'medical', 'finance', 'conversational', 'en', 'ar', 'de', 'fr', 'es', 'hi', 'pt', 'ja', 'ko', 'dataset:PocketDoc/Dans-Prosemaxx-RP', 'dataset:PocketDoc/Dans-Personamaxx-Logs-2', 'dataset:PocketDoc/Dans-Personamaxx-VN', 'dataset:PocketDoc/Dans-Kinomaxx-VanillaBackrooms', 'dataset:PocketDoc/Dans-Prosemaxx-Gutenberg', 'dataset:PocketDoc/Dans-Prosemaxx-Cowriter-3-XL', 'dataset:PocketDoc/Dans-Prosemaxx-Adventure', 'dataset:PocketDoc/Dans-Failuremaxx-Adventure-3', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-ZeroShot-2', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-ZeroShot-3', 'dataset:PocketDoc/Dans-Prosemaxx-InstructWriter-Continue-2', 'dataset:PocketDoc/Dans-Prosemaxx-Instructwriter-Long', 'dataset:PocketDoc/Dans-Prosemaxx-RepRemover-1', 'dataset:PocketDoc/Dans-MemoryCore-CoreCurriculum-Small', 'dataset:AquaV/US-Army-Survival-Sharegpt', 'dataset:AquaV/Multi-Environment-Operations-Sharegpt', 'dataset:AquaV/Resistance-Sharegpt', 'dataset:AquaV/Interrogation-Sharegpt', 'dataset:AquaV/Chemical-Biological-Safety-Applications-Sharegpt', 'dataset:AquaV/Energetic-Materials-Sharegpt', 'dataset:PocketDoc/Dans-Mathmaxx', 'dataset:PJMixers/Math-Multiturn-1K-ShareGPT', 'dataset:PocketDoc/Dans-Taskmaxx', 'dataset:PocketDoc/Dans-Taskmaxx-DataPrepper', 'dataset:PocketDoc/Dans-Taskmaxx-ConcurrentQA-Reworked', 'dataset:PocketDoc/Dans-Taskmaxx-TableGPT', 'dataset:PocketDoc/Dans-Taskmaxx-SciRIFF', 'dataset:PocketDoc/Dans-Taskmaxx-Edit', 'dataset:PocketDoc/Dans-Toolmaxx-Agent', 'dataset:PocketDoc/Dans-Toolmaxx-ShellCommands', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-Toolbench', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-ToolACE', 'dataset:PocketDoc/Dans-Toolmaxx-Functions-apigen-subset', 'dataset:PocketDoc/Dans-Assistantmaxx-OpenAssistant2', 'dataset:PocketDoc/Dans-Assistantmaxx-Opus-Merge-2', 'dataset:PocketDoc/Dans-Assistantmaxx-sonnetorca-subset', 'dataset:PocketDoc/Dans-Assistantmaxx-sonnetorca-subset-2', 'dataset:PocketDoc/Dans-Assistantmaxx-Synthia', 'dataset:PocketDoc/Dans-Assistantmaxx-ASL', 'dataset:PocketDoc/Dans-Assistantmaxx-PersonaLLM-Opus', 'dataset:PocketDoc/Dans-Assistantmaxx-LongAlign', 'dataset:PocketDoc/Dans-Assistantmaxx-OpenLeecher-Instruct', 'dataset:PocketDoc/Dans-Assistantmaxx-Tulu3-IF', 'dataset:PocketDoc/Dans-Systemmaxx', 'dataset:PocketDoc/Dans-Logicmaxx-SAT-AP', 'dataset:PJMixers/grimulkan_theory-of-mind-ShareGPT', 'dataset:PJMixers/grimulkan_physical-reasoning-ShareGPT', 'dataset:PocketDoc/Dans-Reasoningmaxx-NaturalReasoning', 'dataset:PocketDoc/Dans-Reasoningmaxx-WebInstruct', 'dataset:PocketDoc/Dans-Reasoningmaxx-GeneralReasoning', 'dataset:PocketDoc/Dans-Assistantmaxx-ClosedInstruct', 'base_model:mistralai/Mistral-Small-3.1-24B-Base-2503', 'base_model:finetune:mistralai/Mistral-Small-3.1-24B-Base-2503', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['safety'],2569,https://huggingface.co/PocketDoc/Dans-PersonalityEngine-V1.3.0-24b
OpenMed/OpenMed-NER-BloodCancerDetect-ModernMed-395M,25861,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-ModernMed-395M
Orion-zhen/Qwen2.5-7B-Instruct-Uncensored,25678,32,gpl-3.0,"['safetensors', 'qwen2', 'qwen', 'uncensored', 'text-generation', 'conversational', 'zho', 'eng', 'fra', 'spa', 'por', 'deu', 'ita', 'rus', 'jpn', 'kor', 'vie', 'tha', 'ara', 'dataset:NobodyExistsOnTheInternet/ToxicQAFinal', 'dataset:anthracite-org/kalo-opus-instruct-22k-no-refusal', 'dataset:Orion-zhen/dpo-toxic-zh', 'dataset:unalignment/toxic-dpo-v0.2', 'dataset:Crystalcareai/Intel-DPO-Pairs-Norefusals', 'base_model:Qwen/Qwen2.5-7B-Instruct', 'base_model:finetune:Qwen/Qwen2.5-7B-Instruct', 'license:gpl-3.0', 'model-index', 'region:us']",['eval'],3219,https://huggingface.co/Orion-zhen/Qwen2.5-7B-Instruct-Uncensored
ibm-research/PowerLM-3b,25570,20,apache-2.0,"['transformers', 'safetensors', 'granite', 'text-generation', 'arxiv:2408.13359', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'region:us']",['eval'],1299,https://huggingface.co/ibm-research/PowerLM-3b
deepset/roberta-base-squad2-distilled,25051,15,mit,"['transformers', 'pytorch', 'safetensors', 'roberta', 'question-answering', 'exbert', 'en', 'dataset:squad_v2', 'license:mit', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['adversarial'],3610,https://huggingface.co/deepset/roberta-base-squad2-distilled
ibm-granite/granite-3.0-8b-instruct,24901,203,apache-2.0,"['transformers', 'safetensors', 'granite', 'text-generation', 'language', 'granite-3.0', 'conversational', 'arxiv:0000.00000', 'base_model:ibm-granite/granite-3.0-8b-base', 'base_model:finetune:ibm-granite/granite-3.0-8b-base', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'region:us']",['eval'],2968,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct
abhinand/MedEmbed-large-v0.1,24735,32,apache-2.0,"['sentence-transformers', 'safetensors', 'bert', 'medembed', 'medical-embedding', 'clinical-embedding', 'information-retrieval', 'mteb', 'en', 'dataset:MedicalQARetrieval', 'dataset:NFCorpus', 'dataset:PublicHealthQA', 'dataset:TRECCOVID', 'dataset:ArguAna', 'base_model:BAAI/bge-large-en-v1.5', 'base_model:finetune:BAAI/bge-large-en-v1.5', 'license:apache-2.0', 'model-index', 'region:us']",['eval'],529853,https://huggingface.co/abhinand/MedEmbed-large-v0.1
NovaSearch/stella_en_1.5B_v5,23485,257,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'qwen2', 'text-generation', 'mteb', 'transformers', 'sentence-similarity', 'custom_code', 'arxiv:2412.19048', 'arxiv:2205.13147', 'license:mit', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],214644,https://huggingface.co/NovaSearch/stella_en_1.5B_v5
jonatasgrosman/wav2vec2-large-xlsr-53-spanish,23433,30,apache-2.0,"['transformers', 'pytorch', 'jax', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'es', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/3581', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['robust'],1408,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-spanish
OpenMed/OpenMed-NER-GenomicDetect-ModernClinical-395M,23176,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ModernClinical-395M
OpenMed/OpenMed-NER-GenomicDetect-MultiMed-568M,23145,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-MultiMed-568M
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-33M,23124,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-33M
OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-335M,23120,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ElectraMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-66M,23024,0,apache-2.0,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-66M
EleutherAI/deep-ignorance-pretraining-stage-unfiltered,22993,0,apache-2.0,"['transformers', 'safetensors', 'gpt_neox', 'text-generation', 'pytorch', 'causal-lm', 'pythia', 'safety', 'unlearning', 'data-filtering', 'interpretability', 'pretraining', 'eleutherai', 'gpt-neox', 'wmdp', 'cbrn', 'tamper-resistance', 'research', 'model-suite', '6.9b', 'circuit-breaking', 'knowledge-filtering', 'open-weight', 'biothreat', 'safety-research', 'model-diffing', 'training-dynamics', 'en', 'dataset:EleutherAI/deep-ignorance-pretraining-mix', 'dataset:EleutherAI/deep-ignorance-annealing-mix', 'arxiv:2508.06601', 'base_model:EleutherAI/deep-ignorance-pretraining-stage-unfiltered', 'base_model:finetune:EleutherAI/deep-ignorance-pretraining-stage-unfiltered', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['safety'],576,https://huggingface.co/EleutherAI/deep-ignorance-pretraining-stage-unfiltered
OpenMed/OpenMed-NER-PharmaDetect-EuroMed-212M,22117,0,apache-2.0,"['transformers', 'safetensors', 'eurobert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'custom_code', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-EuroMed-212M
OpenMed/OpenMed-NER-PharmaDetect-BioClinical-108M,22108,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-BioClinical-108M
OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-82M,22021,0,apache-2.0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-82M
OpenMed/OpenMed-NER-GenomicDetect-TinyMed-82M,21941,0,apache-2.0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-TinyMed-82M
OpenMed/OpenMed-NER-BloodCancerDetect-SuperClinical-184M,21897,0,apache-2.0,"['transformers', 'safetensors', 'deberta-v2', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-SuperClinical-184M
OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-278M,21774,1,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-278M
OpenMed/OpenMed-NER-GenomicDetect-ModernMed-395M,20431,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ModernMed-395M
OpenMed/OpenMed-NER-GenomicDetect-TinyMed-66M,20410,0,apache-2.0,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-TinyMed-66M
protectai/deberta-v3-base-prompt-injection,20280,87,apache-2.0,"['transformers', 'onnx', 'safetensors', 'deberta-v2', 'text-classification', 'prompt-injection', 'injection', 'security', 'generated_from_trainer', 'en', 'dataset:Lakera/gandalf_ignore_instructions', 'dataset:rubend18/ChatGPT-Jailbreak-Prompts', 'dataset:imoxto/prompt_injection_cleaned_dataset-v2', 'dataset:hackaprompt/hackaprompt-dataset', 'dataset:fka/awesome-chatgpt-prompts', 'dataset:teven/prompted_examples', 'dataset:Dahoas/synthetic-hh-rlhf-prompts', 'dataset:Dahoas/hh_prompt_format', 'dataset:MohamedRashad/ChatGPT-prompts', 'dataset:HuggingFaceH4/instruction-dataset', 'dataset:HuggingFaceH4/no_robots', 'dataset:HuggingFaceH4/ultrachat_200k', 'base_model:microsoft/deberta-v3-base', 'base_model:quantized:microsoft/deberta-v3-base', 'doi:10.57967/hf/2739', 'license:apache-2.0', 'co2_eq_emissions', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['security'],799,https://huggingface.co/protectai/deberta-v3-base-prompt-injection
ibm-granite/granite-embedding-107m-multilingual,19446,44,apache-2.0,"['transformers', 'pytorch', 'onnx', 'safetensors', 'xlm-roberta', 'feature-extraction', 'language', 'granite', 'embeddings', 'multilingual', 'mteb', 'sentence-similarity', 'en', 'ar', 'cs', 'de', 'es', 'fr', 'it', 'ja', 'ko', 'nl', 'pt', 'zh', 'arxiv:2502.20204', 'arxiv:0000.00000', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],829191,https://huggingface.co/ibm-granite/granite-embedding-107m-multilingual
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-335M,19167,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-MultiMed-335M,19147,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-MultiMed-335M
OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-560M,19067,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-BigMed-560M
TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ,19021,59,apache-2.0,"['transformers', 'safetensors', 'mixtral', 'text-generation', 'conversational', 'fr', 'it', 'de', 'es', 'en', 'base_model:mistralai/Mixtral-8x7B-Instruct-v0.1', 'base_model:quantized:mistralai/Mixtral-8x7B-Instruct-v0.1', 'license:apache-2.0', 'autotrain_compatible', 'text-generation-inference', '4-bit', 'awq', 'region:us', 'deploy:azure']",['safety'],1313,https://huggingface.co/TheBloke/Mixtral-8x7B-Instruct-v0.1-AWQ
disham993/electrical-ner-ModernBERT-base,11203,2,mit,"['safetensors', 'modernbert', 'token-classification', 'ModernBERT-base', 'en', 'dataset:disham993/ElectricalNER', 'arxiv:2412.13663', 'base_model:answerdotai/ModernBERT-base', 'base_model:finetune:answerdotai/ModernBERT-base', 'license:mit', 'region:us']",['eval'],346,https://huggingface.co/disham993/electrical-ner-ModernBERT-base
KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5,11142,46,apache-2.0,"['sentence-transformers', 'safetensors', 'qwen2', 'Retrieval', 'STS', 'Classification', 'Clustering', 'Reranking', 'vllm', 'feature-extraction', 'custom_code', 'en', 'zh', 'dataset:HIT-TMG/KaLM-embedding-pretrain-data', 'dataset:KaLM-Embedding/KaLM-embedding-finetuning-data', 'arxiv:2506.20923', 'arxiv:2501.01028', 'base_model:HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v2', 'base_model:finetune:HIT-TMG/KaLM-embedding-multilingual-mini-instruct-v2', 'license:apache-2.0', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],365,https://huggingface.co/KaLM-Embedding/KaLM-embedding-multilingual-mini-instruct-v2.5
vidore/colqwen2-v1.0-hf,11132,21,apache-2.0,"['transformers', 'safetensors', 'colqwen2', 'pretraining', 'colpali', 'visual-document-retrieval', 'en', 'dataset:vidore/colpali_train_set', 'arxiv:2004.12832', 'arxiv:2407.01449', 'base_model:vidore/colqwen2-base', 'base_model:finetune:vidore/colqwen2-base', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",['eval'],189,https://huggingface.co/vidore/colqwen2-v1.0-hf
ibm-granite/granite-8b-code-instruct-4k,10922,115,apache-2.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'code', 'granite', 'conversational', 'dataset:bigcode/commitpackft', 'dataset:TIGER-Lab/MathInstruct', 'dataset:meta-math/MetaMathQA', 'dataset:glaiveai/glaive-code-assistant-v3', 'dataset:glaive-function-calling-v2', 'dataset:bugdaryan/sql-create-context-instruction', 'dataset:garage-bAInd/Open-Platypus', 'dataset:nvidia/HelpSteer', 'arxiv:2405.04324', 'base_model:ibm-granite/granite-8b-code-base-4k', 'base_model:finetune:ibm-granite/granite-8b-code-base-4k', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'region:us', 'deploy:azure']",['eval'],2019,https://huggingface.co/ibm-granite/granite-8b-code-instruct-4k
Hiveurban/multilingual-e5-base,10595,0,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'xlm-roberta', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'multilingual', 'af', 'am', 'ar', 'as', 'az', 'be', 'bg', 'bn', 'br', 'bs', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'fy', 'ga', 'gd', 'gl', 'gu', 'ha', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ku', 'ky', 'la', 'lo', 'lt', 'lv', 'mg', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'no', 'om', 'or', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'sa', 'sd', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'su', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'ug', 'uk', 'ur', 'uz', 'vi', 'xh', 'yi', 'zh', 'arxiv:2402.05672', 'arxiv:2108.08787', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],206408,https://huggingface.co/Hiveurban/multilingual-e5-base
OrdalieTech/Solon-embeddings-large-0.1,10583,52,mit,"['transformers', 'safetensors', 'xlm-roberta', 'feature-extraction', 'mteb', 'fr', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],23745,https://huggingface.co/OrdalieTech/Solon-embeddings-large-0.1
bigscience/T0_3B,10550,101,apache-2.0,"['transformers', 'pytorch', 'safetensors', 't5', 'text2text-generation', 'en', 'dataset:bigscience/P3', 'arxiv:2110.08207', 'license:apache-2.0', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['risk'],4017,https://huggingface.co/bigscience/T0_3B
jonatasgrosman/wav2vec2-large-xlsr-53-german,10520,7,apache-2.0,"['transformers', 'pytorch', 'jax', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'de', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/3583', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['robust'],1407,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-german
MrLight/dse-qwen2-2b-mrl-v1,10503,63,apache-2.0,"['Tevatron', 'pytorch', 'qwen2_vl', 'vidore', 'visual-document-retrieval', 'en', 'fr', 'dataset:Tevatron/docmatix-ir', 'dataset:HuggingFaceM4/Docmatix', 'dataset:Tevatron/msmarco-passage-aug', 'dataset:vidore/colpali_train_set', 'dataset:Tevatron/wiki-ss-nq', 'arxiv:2406.11251', 'base_model:Qwen/Qwen2-VL-2B-Instruct', 'base_model:finetune:Qwen/Qwen2-VL-2B-Instruct', 'license:apache-2.0', 'region:us']",['eval'],295,https://huggingface.co/MrLight/dse-qwen2-2b-mrl-v1
VLM2Vec/VLM2Vec-V2.0,10349,17,apache-2.0,"['transformers', 'qwen2_vl', 'image-to-text', 'en', 'dataset:TIGER-Lab/MMEB-train', 'dataset:TIGER-Lab/MMEB-V2', 'dataset:TIGER-Lab/MMEB-eval', 'arxiv:2507.04590', 'arxiv:2410.05160', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",['eval'],136,https://huggingface.co/VLM2Vec/VLM2Vec-V2.0
Finnish-NLP/wav2vec2-xlsr-300m-finnish-lm,10270,0,apache-2.0,"['transformers', 'pytorch', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'fi', 'finnish', 'generated_from_trainer', 'hf-asr-leaderboard', 'robust-speech-event', 'dataset:mozilla-foundation/common_voice_7_0', 'arxiv:2111.09296', 'doi:10.57967/hf/2253', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",['robust'],985,https://huggingface.co/Finnish-NLP/wav2vec2-xlsr-300m-finnish-lm
jonatasgrosman/wav2vec2-large-xlsr-53-french,10059,12,apache-2.0,"['transformers', 'pytorch', 'jax', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'fr', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/3580', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['robust'],1409,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-french
UmeAiRT/FLUX.1-dev-LoRA-Ume_Sky,9967,5,mit,"['diffusers', 'text-to-image', 'stable-diffusion', 'lora', 'template:sd-lora', 'base_model:black-forest-labs/FLUX.1-dev', 'base_model:adapter:black-forest-labs/FLUX.1-dev', 'license:mit', 'region:us']",['eval'],1722,https://huggingface.co/UmeAiRT/FLUX.1-dev-LoRA-Ume_Sky
jackaduma/SecBERT,9940,54,apache-2.0,"['transformers', 'pytorch', 'safetensors', 'bert', 'fill-mask', 'exbert', 'security', 'cybersecurity', 'cyber security', 'threat hunting', 'threat intelligence', 'en', 'dataset:APTnotes', 'dataset:Stucco-Data', 'dataset:CASIE', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['security'],213,https://huggingface.co/jackaduma/SecBERT
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,9781,6,apache-2.0,"['transformers', 'safetensors', 'llama', 'text-generation', 'safety', 'conversational', 'dataset:vicgalle/configurable-system-prompt-multitask', 'arxiv:2404.00495', 'base_model:NousResearch/Hermes-2-Pro-Llama-3-8B', 'base_model:finetune:NousResearch/Hermes-2-Pro-Llama-3-8B', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']","['eval', 'safety']",3018,https://huggingface.co/vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B
